merchant_id,business_name,owner_name,category,city,city_tier,tenure_months,active_days_per_month,daily_tx_count,avg_ticket_size,ticket_size_variance,monthly_upi_volume,repeat_customer_ratio,cashflow_volatility_cv,uses_audio_soundbox,failed_dispute_rate,weekend_stability_ratio,prior_svanidhi_tier,on_time_repayment_ratio,prob_default,default_label,setu_score,risk_category,recommended_tranche
MERCH_0296,Chaat Chatori Fast Food & Chaat,Chaat Chatori Singh,street_food,Mumbai,1,3,25,56,116.96,55.29,163744,0.784,0.332,1,0.43,0.78,0,1.0,0.0007,0,890,Near-Prime,20000
MERCH_0297,Suresh City Transport,Suresh Singh,auto_rickshaw,Mumbai,1,1,26,39,40.48,25.26,41046,0.707,0.478,1,0.34,1.19,0,1.0,0.0406,0,888,Near-Prime,20000
MERCH_0298,Aggarwal Fast Food & Chaat,Aggarwal Kumar,street_food,Varanasi,3,3,29,78,83.0,25.47,187746,0.666,0.272,1,1.35,1.02,0,1.0,0.0005,0,890,Near-Prime,20000
MERCH_0299,Ramesh Chai & Snacks,Ramesh Kumar,chai_stall,Delhi NCR,1,4,23,138,20.22,9.11,64178,0.268,0.489,1,0.16,0.83,0,1.0,0.0509,0,872,Near-Prime,20000
MERCH_0300,Suresh City Transport,Suresh Singh,auto_rickshaw,Jaipur,2,38,30,23,56.16,25.55,38750,0.672,0.297,1,0.28,0.81,0,1.0,0.0072,0,890,Prime,50000
MERCH_0301,Chaat Chatori Fast Food & Chaat,Chaat Chatori Singh,street_food,Lucknow,2,6,24,83,174.38,103.27,347364,0.458,0.29,1,0.37,1.28,0,1.0,0.0,0,890,Near-Prime,20000
MERCH_0302,Deepak City Transport,Deepak Singh,auto_rickshaw,Varanasi,3,7,28,32,35.21,18.38,31548,0.693,0.08,1,1.92,1.15,0,1.0,0.0375,0,887,Near-Prime,20000
MERCH_0303,Pravin City Transport,Pravin Singh,auto_rickshaw,Ahmedabad,2,25,22,47,103.01,34.16,106512,0.526,0.389,1,1.31,1.34,2,0.86,0.0206,0,890,Prime,50000
MERCH_0304,Anand Fast Food & Chaat,Anand Kumar,street_food,Delhi NCR,1,7,23,71,109.4,57.4,178650,0.341,0.14,1,2.74,1.25,0,1.0,0.0022,0,890,Near-Prime,20000
MERCH_0305,Raju City Transport,Raju Kumar,auto_rickshaw,Patna,2,56,21,5,66.57,33.53,6989,0.816,0.302,1,0.05,0.78,0,1.0,0.0256,0,887,Prime,50000
MERCH_0306,Meena Pushp Bhandar,Meena Singh,flower_vendor,Indore,2,14,26,51,37.48,16.87,49698,0.578,0.47,1,0.06,1.38,1,0.63,0.0412,0,869,Prime,50000
MERCH_0307,Chai Point Chai & Snacks,Chai Point Kumar,chai_stall,Jaipur,2,9,29,90,49.24,9.56,128516,0.581,0.363,1,0.14,1.24,0,1.0,0.0051,0,889,Near-Prime,20000
MERCH_0308,Apna Provision & Kirana,Apna Singh,kirana_store,Jaipur,2,3,27,63,103.85,60.13,176648,0.256,0.326,1,0.24,0.79,0,1.0,0.0015,0,890,Near-Prime,20000
MERCH_0309,Radha Fresh Vegetables,Radha Kumar,vegetable_vendor,Varanasi,3,23,23,42,324.24,146.0,313215,0.532,0.14,1,1.04,1.4,2,0.72,0.0,0,890,Prime,50000
MERCH_0310,Deepak City Transport,Deepak Kumar,auto_rickshaw,Varanasi,3,12,30,9,74.95,30.7,20236,0.721,0.551,0,0.46,0.94,2,0.75,0.2029,0,793,Prime,50000
MERCH_0311,Om Sai Provision & Kirana,Om Sai Kumar,kirana_store,Patna,2,12,29,36,217.4,69.17,226965,0.5,0.288,1,0.53,0.81,2,0.81,0.0001,0,890,Prime,50000
MERCH_0312,Dosa Corner Fast Food & Chaat,Dosa Corner Singh,street_food,Patna,2,1,22,56,70.52,28.38,86880,0.41,0.311,1,1.49,0.93,0,1.0,0.0243,0,883,Near-Prime,20000
MERCH_0313,Vikram City Transport,Vikram Kumar,auto_rickshaw,Ahmedabad,2,9,24,31,127.51,40.32,94867,0.79,0.222,1,1.16,1.43,0,1.0,0.0109,0,890,Near-Prime,20000
MERCH_0314,Om Sai Provision & Kirana,Om Sai Kumar,kirana_store,Varanasi,3,6,28,35,519.58,203.16,509188,0.338,0.317,1,1.95,1.18,0,1.0,0.0,0,890,Near-Prime,20000
MERCH_0315,Shree Ram Chai & Snacks,Shree Ram Singh,chai_stall,Varanasi,3,14,21,49,37.8,15.4,38896,0.531,0.124,1,0.92,1.4,0,1.0,0.0204,0,890,Prime,50000
MERCH_0316,Deepak City Transport,Deepak Singh,auto_rickshaw,Ahmedabad,2,15,25,31,115.01,67.85,89132,0.627,0.201,1,1.92,1.28,1,0.93,0.0099,0,887,Prime,50000
MERCH_0317,Mishra Chai & Snacks,Mishra Kumar,chai_stall,Patna,2,11,27,52,33.72,12.96,47342,0.592,0.277,1,0.44,1.15,0,1.0,0.0368,0,875,Near-Prime,20000
MERCH_0318,Pooja Pushp Bhandar,Pooja Singh,flower_vendor,Jaipur,2,38,24,45,35.46,21.51,38296,0.752,0.188,1,2.23,0.94,1,0.82,0.0477,0,872,Prime,50000
MERCH_0319,Gayatri Pushp Bhandar,Gayatri Singh,flower_vendor,Jaipur,2,4,27,55,46.87,13.66,69601,0.334,0.261,1,1.63,0.88,0,1.0,0.0631,0,860,Near-Prime,20000
MERCH_0320,Dosa Corner Fast Food & Chaat,Dosa Corner Kumar,street_food,Ahmedabad,2,9,21,60,209.87,109.38,264436,0.839,0.247,1,0.7,1.37,0,1.0,0.0,0,890,Near-Prime,20000
MERCH_0321,Deepak City Transport,Deepak Singh,auto_rickshaw,Patna,2,2,30,41,128.17,45.55,157649,0.529,0.332,1,3.09,1.04,0,1.0,0.0085,0,882,Near-Prime,20000
MERCH_0322,Ram Prasad Fresh Vegetables,Ram Prasad Singh,vegetable_vendor,Indore,2,22,25,89,139.07,80.96,309430,0.433,0.349,1,0.52,0.8,2,0.48,0.0,0,890,Prime,50000
MERCH_0323,Pooja Pushp Bhandar,Pooja Kumar,flower_vendor,Ahmedabad,2,1,30,47,60.58,17.9,85417,0.716,0.273,1,1.21,1.08,0,1.0,0.0077,0,884,Near-Prime,20000
MERCH_0324,Chaat Chatori Fast Food & Chaat,Chaat Chatori Singh,street_food,Ahmedabad,2,4,23,62,83.9,54.04,119641,0.686,0.353,1,0.26,0.88,0,1.0,0.0028,0,890,Near-Prime,20000
MERCH_0325,Hari Om Fresh Vegetables,Hari Om Kumar,vegetable_vendor,Jaipur,2,1,24,43,71.09,11.63,73364,0.784,0.432,1,0.52,1.02,0,1.0,0.0276,0,875,Near-Prime,20000
MERCH_0326,Shakti Pushp Bhandar,Shakti Singh,flower_vendor,Jaipur,2,47,18,44,62.58,23.56,49563,0.768,0.333,1,0.07,0.86,0,1.0,0.0066,0,890,Prime,50000
MERCH_0327,Suresh City Transport,Suresh Singh,auto_rickshaw,Patna,2,10,18,32,51.53,15.54,29681,0.57,0.372,1,1.92,0.75,0,1.0,0.1644,0,807,Near-Prime,20000
MERCH_0328,Balaji Provision & Kirana,Balaji Kumar,kirana_store,Varanasi,3,1,27,41,114.05,56.62,126253,0.85,0.319,1,0.74,0.91,0,1.0,0.0037,0,887,Near-Prime,20000
MERCH_0329,Om Sai Provision & Kirana,Om Sai Kumar,kirana_store,Varanasi,3,14,25,75,368.07,86.58,690131,0.635,0.091,1,0.53,1.31,2,0.6,0.0,0,890,Prime,50000
MERCH_0330,Anand Fast Food & Chaat,Anand Singh,street_food,Ahmedabad,2,5,18,20,114.02,72.23,41047,0.67,0.348,1,1.01,1.01,0,1.0,0.0955,0,853,Near-Prime,20000
MERCH_0331,Sharma Fast Food & Chaat,Sharma Singh,street_food,Patna,2,1,15,52,77.28,48.95,60278,0.748,0.17,1,2.72,1.06,0,1.0,0.07,0,852,Near-Prime,20000
MERCH_0332,Apna Provision & Kirana,Apna Kumar,kirana_store,Ahmedabad,2,20,17,71,153.49,26.99,185262,0.643,0.08,1,0.17,0.97,0,1.0,0.0002,0,890,Prime,50000
MERCH_0333,Ram Prasad Fresh Vegetables,Ram Prasad Kumar,vegetable_vendor,Patna,2,66,19,20,134.74,36.49,51201,0.477,0.504,1,0.9,0.79,2,0.87,0.0155,0,890,Prime,50000
MERCH_0334,Kamla Pushp Bhandar,Kamla Singh,flower_vendor,Jaipur,2,2,24,36,31.94,14.7,27596,0.409,0.269,0,0.97,0.9,0,1.0,0.1216,0,843,Near-Prime,20000
MERCH_0335,Santosh Fresh Vegetables,Santosh Kumar,vegetable_vendor,Mumbai,1,8,26,80,76.14,30.68,158371,0.438,0.333,1,0.93,0.97,0,1.0,0.002,0,886,Near-Prime,20000
MERCH_0336,Irfan City Transport,Irfan Singh,auto_rickshaw,Mumbai,1,1,23,26,45.06,22.38,26945,0.335,0.524,0,0.94,1.44,0,1.0,0.3598,1,694,Near-Prime,20000
MERCH_0337,Suresh City Transport,Suresh Kumar,auto_rickshaw,Lucknow,2,4,29,49,76.96,22.11,109360,0.635,0.104,1,0.67,1.19,0,1.0,0.0018,0,888,Near-Prime,20000
MERCH_0338,Kamla Pushp Bhandar,Kamla Kumar,flower_vendor,Patna,2,4,25,12,48.37,11.65,14511,0.264,0.369,0,0.09,1.29,0,1.0,0.3123,0,728,Near-Prime,20000
MERCH_0339,Mukesh Chai & Snacks,Mukesh Singh,chai_stall,Jaipur,2,29,23,100,52.95,23.23,121785,0.411,0.08,1,0.82,0.81,0,1.0,0.0008,0,890,Prime,50000
MERCH_0340,Pooja Pushp Bhandar,Pooja Kumar,flower_vendor,Ahmedabad,2,14,22,52,36.72,20.1,42007,0.1,0.339,1,0.79,0.8,1,0.91,0.0892,0,837,Prime,50000
MERCH_0341,Apna Provision & Kirana,Apna Kumar,kirana_store,Varanasi,3,51,29,52,171.45,88.8,258546,0.456,0.359,1,0.05,1.24,1,0.8,0.0,0,890,Prime,50000
MERCH_0342,Mahadev Provision & Kirana,Mahadev Kumar,kirana_store,Delhi NCR,1,2,24,78,210.09,118.32,393288,0.634,0.313,1,0.51,1.4,0,1.0,0.0,0,890,Near-Prime,20000
MERCH_0343,Shakti Pushp Bhandar,Shakti Singh,flower_vendor,Indore,2,13,29,40,20.59,6.75,23884,0.541,0.229,1,0.85,0.78,2,0.98,0.0199,0,887,Prime,50000
MERCH_0344,Mishra Chai & Snacks,Mishra Singh,chai_stall,Lucknow,2,19,22,107,55.96,32.94,131729,0.759,0.347,1,1.94,1.32,2,0.71,0.0068,0,890,Prime,50000
MERCH_0345,Sunita Fresh Vegetables,Sunita Singh,vegetable_vendor,Patna,2,15,23,49,98.34,23.81,110829,0.688,0.331,1,1.37,0.98,2,0.97,0.0084,0,890,Prime,50000
MERCH_0346,Om Sai Provision & Kirana,Om Sai Kumar,kirana_store,Patna,2,23,29,77,308.24,77.97,688299,0.597,0.37,1,0.79,0.88,0,1.0,0.0,0,890,Prime,50000
MERCH_0347,Pooja Pushp Bhandar,Pooja Singh,flower_vendor,Mumbai,1,27,29,68,61.41,10.94,121100,0.592,0.344,1,0.05,1.16,1,0.94,0.002,0,890,Prime,50000
MERCH_0348,Sunita Fresh Vegetables,Sunita Singh,vegetable_vendor,Mumbai,1,12,26,70,170.71,38.12,310692,0.669,0.265,1,0.72,1.28,1,0.94,0.0,0,890,Prime,50000
MERCH_0349,Gayatri Pushp Bhandar,Gayatri Kumar,flower_vendor,Delhi NCR,1,14,26,51,61.0,12.31,80886,0.548,0.379,1,0.9,0.96,1,0.94,0.0158,0,881,Prime,50000
MERCH_0350,Suresh City Transport,Suresh Singh,auto_rickshaw,Ahmedabad,2,28,21,25,80.72,16.05,42378,0.368,0.462,1,0.79,0.94,0,1.0,0.1031,0,848,Prime,50000
MERCH_0351,Meena Pushp Bhandar,Meena Kumar,flower_vendor,Varanasi,3,1,28,36,81.38,52.56,82031,0.461,0.464,1,3.39,1.23,0,1.0,0.1519,0,823,Near-Prime,20000
MERCH_0352,Pravin City Transport,Pravin Kumar,auto_rickshaw,Patna,2,2,22,32,67.3,22.98,47379,0.217,0.364,1,0.23,0.8,0,1.0,0.0907,0,866,Near-Prime,20000
MERCH_0353,Raju City Transport,Raju Singh,auto_rickshaw,Lucknow,2,5,25,40,44.29,22.57,44290,0.491,0.149,1,1.39,0.91,0,1.0,0.0278,0,871,Near-Prime,20000
MERCH_0354,Anand Fast Food & Chaat,Anand Kumar,street_food,Indore,2,16,30,74,107.07,59.94,237695,0.832,0.494,1,0.12,1.43,0,1.0,0.0001,0,890,Prime,50000
MERCH_0355,Ram Prasad Fresh Vegetables,Ram Prasad Singh,vegetable_vendor,Jaipur,2,60,22,48,107.08,59.75,113076,0.551,0.24,1,0.79,1.04,2,0.73,0.0022,0,890,Prime,50000
MERCH_0356,Shree Ram Chai & Snacks,Shree Ram Singh,chai_stall,Indore,2,47,21,125,34.84,12.99,91455,0.573,0.246,1,0.36,1.12,0,1.0,0.003,0,890,Prime,50000
MERCH_0357,Chaat Chatori Fast Food & Chaat,Chaat Chatori Singh,street_food,Mumbai,1,100,30,97,155.98,69.83,453901,0.319,0.143,1,0.43,0.85,1,0.79,0.0,0,886,Prime,50000
MERCH_0358,Dosa Corner Fast Food & Chaat,Dosa Corner Singh,street_food,Indore,2,3,16,74,136.24,72.37,161308,0.633,0.318,1,1.01,1.06,0,1.0,0.002,0,886,Near-Prime,20000
MERCH_0359,Laxmi Fresh Vegetables,Laxmi Kumar,vegetable_vendor,Patna,2,23,27,48,69.76,18.72,90408,0.673,0.464,1,1.61,1.22,0,1.0,0.011,0,890,Prime,50000
MERCH_0360,Mukesh Chai & Snacks,Mukesh Singh,chai_stall,Patna,2,4,13,48,59.22,38.36,36953,0.302,0.487,1,0.71,1.09,0,1.0,0.1897,0,805,Near-Prime,20000
MERCH_0361,Apna Provision & Kirana,Apna Singh,kirana_store,Patna,2,5,19,45,282.67,176.99,241682,0.726,0.224,1,0.78,1.06,0,1.0,0.0001,0,890,Near-Prime,20000
MERCH_0362,Hari Om Fresh Vegetables,Hari Om Kumar,vegetable_vendor,Varanasi,3,27,22,46,159.95,80.81,161869,0.692,0.324,1,0.88,0.95,0,1.0,0.0005,0,890,Prime,50000
MERCH_0363,Chaat Chatori Fast Food & Chaat,Chaat Chatori Kumar,street_food,Jaipur,2,60,25,88,59.01,16.09,129822,0.587,0.179,1,3.54,1.02,2,0.94,0.0041,0,890,Prime,50000
MERCH_0364,Hari Om Fresh Vegetables,Hari Om Kumar,vegetable_vendor,Varanasi,3,5,19,46,116.09,37.06,101462,0.478,0.383,1,0.14,1.3,0,1.0,0.0084,0,888,Near-Prime,20000
MERCH_0365,Pooja Pushp Bhandar,Pooja Kumar,flower_vendor,Lucknow,2,17,25,28,28.05,15.0,19635,0.36,0.309,0,1.82,1.39,0,1.0,0.4357,1,664,Near-Prime,20000
MERCH_0366,Shakti Pushp Bhandar,Shakti Kumar,flower_vendor,Indore,2,1,22,53,58.9,17.35,68677,0.334,0.462,1,0.05,1.42,0,1.0,0.0414,0,875,Near-Prime,20000
MERCH_0367,Pravin City Transport,Pravin Singh,auto_rickshaw,Patna,2,48,23,41,79.96,12.52,75402,0.112,0.324,1,1.16,1.09,0,1.0,0.041,0,887,Prime,50000
MERCH_0368,Kisaan Provision & Kirana,Kisaan Kumar,kirana_store,Jaipur,2,2,20,61,247.15,56.5,301523,0.787,0.324,1,0.23,1.31,0,1.0,0.0,0,890,Near-Prime,20000
MERCH_0369,Ram Prasad Fresh Vegetables,Ram Prasad Singh,vegetable_vendor,Jaipur,2,25,25,66,77.71,32.88,128221,0.687,0.39,1,0.11,1.25,1,0.97,0.0026,0,890,Prime,50000
MERCH_0370,Mishra Chai & Snacks,Mishra Kumar,chai_stall,Mumbai,1,4,19,135,45.79,9.77,117451,0.767,0.35,1,0.14,1.24,0,1.0,0.003,0,888,Near-Prime,20000
MERCH_0371,Pooja Pushp Bhandar,Pooja Singh,flower_vendor,Patna,2,12,26,49,50.39,21.06,64196,0.739,0.465,1,1.43,1.03,2,0.51,0.0608,0,853,Prime,50000
MERCH_0372,Raju City Transport,Raju Kumar,auto_rickshaw,Jaipur,2,28,16,32,58.45,36.51,29926,0.549,0.168,1,0.05,0.98,1,0.77,0.0307,0,869,Prime,50000
MERCH_0373,Deepak City Transport,Deepak Singh,auto_rickshaw,Ahmedabad,2,5,26,34,34.33,18.19,30347,0.782,0.239,1,0.66,0.89,0,1.0,0.0493,0,884,Near-Prime,20000
MERCH_0374,Meena Pushp Bhandar,Meena Kumar,flower_vendor,Indore,2,24,26,41,84.79,26.25,90386,0.48,0.298,1,0.07,0.89,0,1.0,0.0064,0,888,Prime,50000
MERCH_0375,Vikram City Transport,Vikram Kumar,auto_rickshaw,Ahmedabad,2,14,24,45,42.7,20.47,46116,0.507,0.326,1,0.29,0.86,0,1.0,0.0525,0,869,Prime,50000
MERCH_0376,Apna Provision & Kirana,Apna Kumar,kirana_store,Patna,2,6,30,39,159.35,25.34,186439,0.491,0.303,1,1.29,1.08,0,1.0,0.0005,0,890,Near-Prime,20000
MERCH_0377,Ramesh Chai & Snacks,Ramesh Kumar,chai_stall,Delhi NCR,1,37,23,99,42.4,17.22,96544,0.648,0.327,1,0.17,0.77,1,0.8,0.0032,0,890,Prime,50000
MERCH_0378,Laxmi Fresh Vegetables,Laxmi Singh,vegetable_vendor,Mumbai,1,5,21,56,90.31,35.63,106204,0.608,0.338,1,0.05,1.34,0,1.0,0.0043,0,890,Near-Prime,20000
MERCH_0379,Deepak City Transport,Deepak Singh,auto_rickshaw,Mumbai,1,12,30,55,54.23,16.78,89479,0.562,0.291,1,0.05,1.31,2,0.7,0.0111,0,887,Prime,50000
MERCH_0380,Mishra Chai & Snacks,Mishra Singh,chai_stall,Mumbai,1,27,30,123,40.92,9.33,150994,0.719,0.227,1,2.02,1.21,1,0.97,0.0006,0,890,Prime,50000
MERCH_0381,Aggarwal Fast Food & Chaat,Aggarwal Singh,street_food,Delhi NCR,1,12,23,74,145.97,80.51,248440,0.719,0.146,1,1.28,1.25,2,0.95,0.0,0,890,Prime,50000
MERCH_0382,Mukesh Chai & Snacks,Mukesh Singh,chai_stall,Ahmedabad,2,15,30,102,49.3,11.7,150858,0.744,0.52,1,1.13,1.17,2,0.81,0.0038,0,890,Prime,50000
MERCH_0383,Pooja Pushp Bhandar,Pooja Singh,flower_vendor,Lucknow,2,11,22,28,48.99,20.82,30177,0.412,0.377,1,0.1,1.35,0,1.0,0.067,0,850,Near-Prime,20000
MERCH_0384,Mukesh Chai & Snacks,Mukesh Singh,chai_stall,Indore,2,71,29,87,27.6,12.95,69634,0.677,0.53,1,0.24,1.01,2,0.86,0.0042,0,890,Prime,50000
MERCH_0385,Dosa Corner Fast Food & Chaat,Dosa Corner Kumar,street_food,Delhi NCR,1,25,21,110,137.46,50.32,317532,0.77,0.302,1,2.42,0.97,2,0.87,0.0,0,890,Prime,50000
MERCH_0386,Om Sai Provision & Kirana,Om Sai Singh,kirana_store,Indore,2,11,30,46,371.34,137.98,512449,0.603,0.367,1,0.89,0.94,0,1.0,0.0,0,887,Near-Prime,20000
MERCH_0387,Suresh City Transport,Suresh Singh,auto_rickshaw,Ahmedabad,2,5,25,39,136.67,22.5,133253,0.343,0.395,1,0.07,0.89,0,1.0,0.0038,0,887,Near-Prime,20000
MERCH_0388,Apna Provision & Kirana,Apna Kumar,kirana_store,Lucknow,2,11,27,56,448.81,181.48,678600,0.783,0.105,1,0.23,1.2,0,1.0,0.0,0,887,Near-Prime,20000
MERCH_0389,Shree Ram Chai & Snacks,Shree Ram Kumar,chai_stall,Ahmedabad,2,18,23,130,32.66,20.9,97653,0.623,0.323,1,2.03,1.43,0,1.0,0.006,0,887,Prime,50000
MERCH_0390,Ganesh Provision & Kirana,Ganesh Singh,kirana_store,Jaipur,2,52,30,46,237.3,90.85,327474,0.803,0.196,1,0.56,1.33,0,1.0,0.0,0,890,Prime,50000
MERCH_0391,Deepak City Transport,Deepak Singh,auto_rickshaw,Mumbai,1,19,27,41,71.33,29.6,78962,0.715,0.126,1,0.65,1.27,0,1.0,0.0049,0,890,Prime,50000
MERCH_0392,Balaji Provision & Kirana,Balaji Singh,kirana_store,Indore,2,1,18,77,178.65,88.74,247608,0.267,0.407,1,0.18,1.36,0,1.0,0.0003,0,890,Near-Prime,20000
MERCH_0393,Raju City Transport,Raju Kumar,auto_rickshaw,Lucknow,2,1,23,40,68.45,42.46,62974,0.185,0.273,1,0.18,1.05,0,1.0,0.048,0,868,Near-Prime,20000
MERCH_0394,Aggarwal Fast Food & Chaat,Aggarwal Kumar,street_food,Jaipur,2,25,24,85,90.12,34.48,183844,0.442,0.393,1,1.02,1.41,2,0.52,0.0017,0,890,Prime,50000
MERCH_0395,Chai Point Chai & Snacks,Chai Point Singh,chai_stall,Varanasi,3,14,18,86,36.23,15.2,56084,0.64,0.317,1,1.47,1.45,1,0.87,0.0302,0,883,Prime,50000
MERCH_0396,Chai Point Chai & Snacks,Chai Point Kumar,chai_stall,Lucknow,2,1,30,58,25.11,12.38,43691,0.462,0.443,1,0.83,1.43,0,1.0,0.087,0,864,Near-Prime,20000
MERCH_0397,Vikram City Transport,Vikram Kumar,auto_rickshaw,Indore,2,22,25,43,66.99,14.3,72014,0.191,0.28,1,0.17,1.09,1,0.8,0.0111,0,888,Prime,50000
MERCH_0398,Chaat Chatori Fast Food & Chaat,Chaat Chatori Kumar,street_food,Patna,2,9,28,64,61.87,10.08,110871,0.752,0.287,1,0.07,1.32,0,1.0,0.0021,0,890,Near-Prime,20000
MERCH_0399,Dosa Corner Fast Food & Chaat,Dosa Corner Singh,street_food,Ahmedabad,2,26,23,87,110.83,60.91,221770,0.549,0.266,1,3.16,0.86,1,0.91,0.0009,0,890,Prime,50000
MERCH_0400,Kisaan Provision & Kirana,Kisaan Kumar,kirana_store,Ahmedabad,2,14,23,69,137.41,81.64,218069,0.85,0.216,1,0.66,1.1,0,1.0,0.0001,0,890,Prime,50000
MERCH_0401,Radha Fresh Vegetables,Radha Kumar,vegetable_vendor,Delhi NCR,1,2,17,65,332.94,51.36,367898,0.775,0.488,1,1.12,1.42,0,1.0,0.0,0,890,Near-Prime,20000
MERCH_0402,Chaat Chatori Fast Food & Chaat,Chaat Chatori Singh,street_food,Mumbai,1,3,20,74,99.71,32.71,147570,0.414,0.305,1,0.07,1.37,0,1.0,0.0022,0,890,Near-Prime,20000
MERCH_0403,Radha Fresh Vegetables,Radha Kumar,vegetable_vendor,Ahmedabad,2,1,26,72,87.58,38.05,163949,0.339,0.245,1,0.51,0.78,0,1.0,0.0017,0,890,Near-Prime,20000
MERCH_0404,Gupta Ji Chai & Snacks,Gupta Ji Kumar,chai_stall,Jaipur,2,10,22,70,19.04,10.99,29321,0.336,0.338,1,0.61,1.17,0,1.0,0.1236,0,834,Near-Prime,20000
MERCH_0405,Kamla Pushp Bhandar,Kamla Kumar,flower_vendor,Indore,2,8,25,64,66.8,20.32,106880,0.704,0.417,1,0.09,1.26,0,1.0,0.0037,0,890,Near-Prime,20000
MERCH_0406,Irfan City Transport,Irfan Singh,auto_rickshaw,Mumbai,1,12,20,38,74.32,26.25,56483,0.85,0.392,1,0.65,1.24,0,1.0,0.0324,0,888,Prime,50000
MERCH_0407,Deepak City Transport,Deepak Singh,auto_rickshaw,Delhi NCR,1,9,26,33,157.49,50.24,135126,0.74,0.34,1,1.13,1.31,0,1.0,0.0037,0,890,Near-Prime,20000
MERCH_0408,Sharma Fast Food & Chaat,Sharma Kumar,street_food,Indore,2,5,24,99,83.19,49.76,197659,0.615,0.204,1,0.22,1.04,0,1.0,0.0002,0,890,Near-Prime,20000
MERCH_0409,Gayatri Pushp Bhandar,Gayatri Kumar,flower_vendor,Patna,2,5,21,34,63.87,23.69,45603,0.264,0.355,1,0.32,1.27,0,1.0,0.1049,0,849,Near-Prime,20000
MERCH_0410,Vikram City Transport,Vikram Singh,auto_rickshaw,Lucknow,2,5,22,36,95.74,26.48,75826,0.414,0.271,1,0.95,0.76,0,1.0,0.0331,0,876,Near-Prime,20000
MERCH_0411,Balaji Provision & Kirana,Balaji Singh,kirana_store,Mumbai,1,8,27,37,288.45,159.11,288161,0.316,0.467,1,1.32,0.96,0,1.0,0.0002,0,890,Near-Prime,20000
MERCH_0412,Chaat Chatori Fast Food & Chaat,Chaat Chatori Singh,street_food,Varanasi,3,8,26,59,42.63,23.83,65394,0.482,0.295,1,0.99,1.33,0,1.0,0.0228,0,884,Near-Prime,20000
MERCH_0413,Kisaan Provision & Kirana,Kisaan Singh,kirana_store,Mumbai,1,35,21,66,120.72,35.68,167317,0.298,0.148,1,0.33,0.81,0,1.0,0.0002,0,886,Prime,50000
MERCH_0414,Pooja Pushp Bhandar,Pooja Singh,flower_vendor,Mumbai,1,48,24,42,41.74,18.01,42073,0.671,0.258,1,3.95,1.04,1,0.99,0.0907,0,865,Prime,50000
MERCH_0415,Kamla Pushp Bhandar,Kamla Kumar,flower_vendor,Patna,2,1,29,37,33.44,7.69,35881,0.32,0.24,1,2.95,0.91,0,1.0,0.1768,0,805,Near-Prime,20000
MERCH_0416,Om Sai Provision & Kirana,Om Sai Singh,kirana_store,Jaipur,2,2,28,58,317.22,73.71,515165,0.408,0.287,1,0.56,0.97,0,1.0,0.0,0,890,Near-Prime,20000
MERCH_0417,Gayatri Pushp Bhandar,Gayatri Kumar,flower_vendor,Indore,2,23,26,49,83.26,25.12,106073,0.655,0.085,1,2.61,0.97,0,1.0,0.0054,0,890,Prime,50000
MERCH_0418,Balaji Provision & Kirana,Balaji Singh,kirana_store,Indore,2,1,21,51,192.97,73.75,206670,0.759,0.171,1,1.19,0.79,0,1.0,0.0002,0,890,Near-Prime,20000
MERCH_0419,Kamla Pushp Bhandar,Kamla Kumar,flower_vendor,Mumbai,1,1,24,76,43.27,26.67,78924,0.535,0.542,1,2.96,1.43,0,1.0,0.1595,0,803,Near-Prime,20000
MERCH_0420,Aggarwal Fast Food & Chaat,Aggarwal Kumar,street_food,Varanasi,3,3,22,82,58.59,20.65,105696,0.671,0.482,1,0.14,1.43,0,1.0,0.0044,0,890,Near-Prime,20000
MERCH_0421,Ganesh Provision & Kirana,Ganesh Kumar,kirana_store,Varanasi,3,44,23,27,525.55,97.68,326366,0.281,0.143,1,1.92,1.19,0,1.0,0.0,0,890,Prime,50000
MERCH_0422,Apna Provision & Kirana,Apna Singh,kirana_store,Lucknow,2,8,26,56,133.23,83.8,193982,0.458,0.295,1,0.17,0.88,0,1.0,0.0006,0,890,Near-Prime,20000
MERCH_0423,Raju City Transport,Raju Kumar,auto_rickshaw,Mumbai,1,26,28,36,50.44,19.31,50843,0.595,0.272,1,0.49,1.38,0,1.0,0.0125,0,884,Prime,50000
MERCH_0424,Anand Fast Food & Chaat,Anand Kumar,street_food,Lucknow,2,12,27,43,76.03,18.99,88270,0.644,0.403,1,1.53,1.09,2,0.92,0.0129,0,883,Prime,50000
MERCH_0425,Ganesh Provision & Kirana,Ganesh Kumar,kirana_store,Lucknow,2,8,25,63,288.81,50.32,454875,0.314,0.457,1,0.41,1.2,0,1.0,0.0,0,890,Near-Prime,20000
MERCH_0426,Anand Fast Food & Chaat,Anand Kumar,street_food,Jaipur,2,6,30,75,63.78,13.67,143505,0.48,0.084,1,1.34,1.36,0,1.0,0.0014,0,885,Near-Prime,20000
MERCH_0427,Om Sai Provision & Kirana,Om Sai Singh,kirana_store,Lucknow,2,20,25,43,177.82,47.0,191156,0.85,0.165,1,1.37,1.0,2,0.89,0.0001,0,890,Prime,50000
MERCH_0428,Gayatri Pushp Bhandar,Gayatri Singh,flower_vendor,Jaipur,2,55,27,24,73.62,15.7,47705,0.384,0.372,1,0.05,1.04,0,1.0,0.0069,0,890,Prime,50000
